                Name	              Artist	               Album	               Genre	      Time
        4 cornucopia	                    	                    	                    	      3:18
           4 Fucktoy	                    	                    	                    	      1:21
    04-Tremor christ	                    	                    	                    	      4:10
             04. Joe	                    	                    	                    	      3:17
                  05	                    	                    	          A Cappella	      5:10
          05 - Black	                    	                    	                    	      5:44
   05 - Century City	                    	                    	                    	      3:45
5 birth of ignorance	                    	                    	                    	      2:56
       5 born to die	                    	                    	                    	      2:01
   5 Jemenez Cricket	                    	                    	                    	      3:39
       05-Nothingman	                    	                    	                    	      4:35
                  06	                    	                    	          A Cappella	      3:58
         06 - Jeremy	                    	                    	                    	      5:17
         6 Soft Mind	                    	                    	                    	      1:01
      6 spare change	                    	                    	                    	      0:46
  6 stench of profit	                    	                    	                    	      1:49
         06-Whipping	                    	                    	                    	      2:35
  06. Like A Diamond	                    	                    	                    	      4:34
                  07	                    	                    	          A Cappella	      4:24
         07 - Oceans	                    	                    	                    	      2:41
    07 - You Tell Me	                    	                    	                    	      4:33
    7 Average People	                    	                    	                    	      2:17
     7 machine parts	                    	                    	                    	      4:19
    7 walking corpse	                    	                    	                    	      1:13
  07_part1_trapped-1	                    	                    	                    	      0:05
           07-Pry to	                    	                    	                    	      1:03
   07. Lost Children	                    	                    	                    	      4:30
                  08	                    	                    	          A Cappella	      2:56
          08 - Porch	                    	                    	                    	      3:30
        8 Blue World	                    	                    	                    	      7:13
     8 sympathy kiss	                    	                    	                    	      4:28
         08-Corduroy	                    	                    	                    	      4:36
     08. Blue Sunday	                    	                    	                    	      2:58
         09 - Garden	                    	                    	                    	      4:58
 09 - Louisiana Rain	                    	                    	                    	      5:54
           9 Callous	                    	                    	                    	      0:09
           9 fucktoy	                    	                    	                    	      1:30
         9 pork farm	                    	                    	                    	      2:24
             09-Bugs	                    	                    	                    	      2:45
      09. You And Me	                    	                    	                    	      3:10
           10 - Deep	                    	                    	                    	      4:18
  10 - Garden (live)	                    	                    	                    	      5:57
          10 Fisting	                    	                    	                    	      1:17
  10 jemenez cricket	                    	                    	                    	      4:08
10 Matisyahu - Nigun	                    	                    	                    	      4:08
       10-Satans bed	                    	                    	                    	      3:25
        11 - Release	                    	                    	                    	      9:03
   11 bubblebop shop	                    	                    	                    	      4:02
     11 Die Laughing	                    	                    	                    	      3:07
 11 repeat at length	                    	                    	                    	      1:40
12 boredoms cover #2	                    	                    	                    	      3:47
       12 Dead Smart	                    	                    	                    	      3:03
      12 media blitz	                    	                    	                    	      0:44
     12-Aye davanita	                    	                    	                    	      2:58
          13 fucktoy	                    	                    	                    	      1:18
    13 Sympathy Kiss	                    	                    	                    	      4:53
 13 telly with bucky	                    	                    	                    	      1:40
      13-Immortality	                    	                    	                    	      5:15
      14 ill-neglect	                    	                    	                    	      1:44
